Date,Airline,Flight_Number,Origin,Destination,Class,Flight Distance,Scheduled_Departure,Actual_Departure,Scheduled_Arrival,Actual_Arrival,Departure Delay in Minutes,Arrival Delay in Minutes
2026-02-15,IndiGo,6E-5654,DEL,CCU,Business,879,10:10,10:05,11:45,11:29,0,0
2025-08-04,IndiGo,6E-5291,MAA,PNQ,Eco,5878,14:50,14:53,22:40,22:29,3,0
2025-03-14,IndiGo,6E-8012,GOA,DEL,Eco,8884,04:00,06:39,15:36,18:03,159,147
2025-04-07,IndiGo,6E-5295,BLR,PNQ,Eco,6653,05:30,05:26,14:18,14:09,0,0
2025-03-25,IndiGo,6E-8367,GOA,BOM,Business,2929,09:05,08:55,13:14,12:53,0,0
2026-02-13,IndiGo,6E-4028,BOM,CCU,Eco,7026,07:15,07:19,16:31,16:40,4,9
2025-08-22,IndiGo,6E-9754,MAA,CCU,Eco,6466,10:15,10:20,18:49,18:54,5,5
2026-01-08,IndiGo,6E-3229,DEL,LHR,Eco,2277,23:00,22:55,02:20,02:24,0,4
2026-01-25,IndiGo,6E-1136,CCU,SIN,Eco,1323,16:30,16:40,18:39,18:57,10,18
2025-04-06,IndiGo,6E-5171,DEL,BOM,Eco,6507,19:30,19:32,04:08,04:10,2,2
2025-12-04,IndiGo,6E-4871,BLR,DEL,Eco,4850,22:45,22:45,05:18,05:12,0,0
2025-04-20,IndiGo,6E-8305,HYD,JFK,Eco,3561,14:15,14:15,19:12,19:07,0,0
2025-06-20,IndiGo,6E-9015,BOM,DEL,Eco,7374,11:15,14:41,20:58,00:10,206,192
2025-03-06,IndiGo,6E-4970,SIN,HYD,Eco,2962,11:50,11:52,16:02,16:05,2,3
2025-07-20,IndiGo,6E-8159,MAA,BLR,Business,3455,17:05,16:57,21:54,21:54,0,0
2025-12-25,IndiGo,6E-7589,DEL,BLR,Eco,5129,18:50,18:45,01:44,01:29,0,0
2025-07-14,IndiGo,6E-619,MAA,SIN,Eco,2270,23:10,23:15,02:30,02:21,5,0
2025-05-16,IndiGo,6E-5161,JFK,LHR,Eco,2657,07:10,07:05,10:59,10:48,0,0
2025-04-13,IndiGo,6E-7172,CCU,MAA,Eco,6300,15:05,15:49,23:27,23:58,44,31
2025-08-22,IndiGo,6E-9600,MAA,DEL,Eco,1014,22:05,22:07,23:51,23:39,2,0
2025-03-17,IndiGo,6E-7572,SIN,DXB,Eco,1270,02:05,02:01,04:10,04:08,0,0
2025-07-11,IndiGo,6E-5201,GOA,SIN,Eco,4698,06:00,06:01,12:22,12:28,1,6
2025-05-06,IndiGo,6E-696,BOM,SIN,Eco,2786,00:10,00:08,04:08,04:06,0,0
2025-10-06,IndiGo,6E-516,DEL,JFK,Eco Plus,7478,12:05,11:58,21:55,21:55,0,0
2025-03-08,IndiGo,6E-6613,HYD,BLR,Eco,4529,18:00,17:55,00:09,23:57,0,0
2025-06-19,IndiGo,6E-2816,BOM,HYD,Business,609,16:00,16:02,17:15,17:22,2,7
2025-05-02,IndiGo,6E-3468,MAA,HYD,Eco,7526,03:05,03:03,12:59,12:50,0,0
2025-07-25,IndiGo,6E-2805,GOA,JFK,Eco,2235,00:05,00:02,03:22,03:13,0,0
2025-06-20,IndiGo,6E-1390,DXB,JFK,Business,1153,15:10,16:21,17:06,18:08,71,62
2025-10-20,IndiGo,6E-3127,MAA,CCU,Business,3863,22:15,22:06,03:34,03:17,0,0
2025-12-10,IndiGo,6E-9152,MAA,CCU,Business,6248,01:30,01:30,09:48,09:36,0,0
2025-03-31,IndiGo,6E-9580,HYD,LHR,Eco,3479,10:10,10:12,15:00,15:01,2,1
2025-07-26,IndiGo,6E-8748,DEL,BLR,Business,5657,15:15,15:15,22:49,22:43,0,0
2025-12-24,IndiGo,6E-6662,LHR,JFK,Eco,708,07:45,08:20,09:08,09:30,35,22
2025-06-22,IndiGo,6E-4787,JFK,CCU,Business,8892,10:00,10:00,21:36,21:25,0,0
2025-03-04,IndiGo,6E-3454,HYD,DXB,Eco,3794,05:30,05:20,10:44,10:33,0,0
2025-03-10,IndiGo,6E-9714,LHR,SIN,Eco,5276,20:10,20:00,03:15,03:15,0,0
2025-04-16,IndiGo,6E-2554,SIN,JFK,Eco,2350,06:00,06:03,09:26,09:28,3,2
2026-01-27,IndiGo,6E-2775,SIN,LHR,Eco,2340,16:50,16:47,20:15,20:03,0,0
2025-08-06,IndiGo,6E-9783,MAA,BOM,Eco,4860,05:05,04:57,11:39,11:22,0,0
2025-11-17,IndiGo,6E-7331,BLR,JFK,Eco Plus,5400,14:05,14:04,21:20,21:13,0,0
2026-01-19,IndiGo,6E-1947,BOM,JFK,Eco,1481,05:45,06:09,08:06,08:17,24,11
2025-08-05,IndiGo,6E-8467,HYD,DXB,Eco,7179,21:00,21:05,06:28,06:23,5,0
2025-03-01,IndiGo,6E-2777,HYD,JFK,Business,2972,20:15,20:09,00:27,00:06,0,0
2026-01-03,IndiGo,6E-8220,HYD,PNQ,Eco,566,11:45,11:38,12:57,12:51,0,0
2025-09-28,IndiGo,6E-8750,JFK,DEL,Eco,3390,14:10,17:01,18:54,21:39,171,165
2026-01-22,IndiGo,6E-6474,GOA,BOM,Eco,6536,20:30,20:41,05:10,05:09,11,0
2025-08-16,IndiGo,6E-6030,CCU,MAA,Eco,4233,05:00,05:05,10:47,11:02,5,15
2025-02-21,IndiGo,6E-3566,DXB,PNQ,Eco,7912,12:50,13:02,23:13,23:15,12,2
2025-07-29,IndiGo,6E-2048,BLR,DXB,Eco,2299,10:10,10:08,13:32,13:25,0,0
2025-04-30,IndiGo,6E-6425,BLR,DXB,Eco,907,01:05,01:00,02:43,02:36,0,0
2026-01-09,IndiGo,6E-2350,DEL,DXB,Eco,7859,11:00,11:03,21:19,21:19,3,0
2025-10-07,IndiGo,6E-8159,MAA,HYD,Eco Plus,7436,01:30,01:20,11:17,11:10,0,0
2025-08-31,IndiGo,6E-9801,BLR,PNQ,Eco,6152,21:30,21:26,05:41,05:37,0,0
2025-10-17,IndiGo,6E-4517,LHR,BOM,Eco,7744,08:00,07:51,18:10,17:55,0,0
2025-08-06,IndiGo,6E-8285,DEL,PNQ,Eco,8642,11:10,11:42,22:28,22:50,32,22
2025-10-11,IndiGo,6E-8307,PNQ,BLR,Eco,632,04:30,04:32,05:47,05:46,2,0
2025-07-02,IndiGo,6E-4809,DXB,BLR,Eco,3545,14:15,14:13,19:10,19:02,0,0
2025-11-30,IndiGo,6E-2686,LHR,DXB,Eco,7537,13:45,13:35,23:40,23:32,0,0
2025-07-22,IndiGo,6E-5884,LHR,PNQ,Eco,7073,00:05,01:28,09:25,10:56,83,91
2025-06-11,IndiGo,6E-4220,BOM,SIN,Eco,7516,09:15,09:25,19:08,19:11,10,3
2025-11-02,IndiGo,6E-6890,MAA,BOM,Eco,3458,09:10,09:38,13:59,14:14,28,15
2025-10-20,IndiGo,6E-2489,BLR,JFK,Eco,2942,07:15,07:44,11:25,11:56,29,31
2025-02-15,IndiGo,6E-7882,MAA,CCU,Eco,8606,14:05,14:43,01:20,02:03,38,43
2025-03-22,IndiGo,6E-8247,CCU,DEL,Eco,1875,03:45,03:44,06:35,06:31,0,0
2025-04-26,IndiGo,6E-5651,HYD,BOM,Eco,4292,13:45,16:31,19:36,22:30,166,174
2025-04-19,IndiGo,6E-2287,CCU,HYD,Eco,4438,14:30,15:34,20:32,21:43,64,71
2025-05-07,IndiGo,6E-4798,SIN,DEL,Eco,6879,08:05,08:00,17:10,16:57,0,0
2025-09-19,IndiGo,6E-5148,MAA,JFK,Eco Plus,8536,23:10,23:02,10:20,10:04,0,0
2026-01-08,IndiGo,6E-6746,DXB,DEL,Eco,5902,14:15,14:14,22:07,22:12,0,5
2026-01-13,IndiGo,6E-938,HYD,LHR,Eco,5172,00:50,00:51,07:47,07:39,1,0
2025-03-10,IndiGo,6E-3469,DXB,LHR,Business,4328,14:10,14:43,20:04,20:27,33,23
2025-06-01,IndiGo,6E-9765,JFK,BLR,Business,5466,22:50,23:00,06:09,06:11,10,2
2025-05-28,IndiGo,6E-7311,MAA,GOA,Eco,616,02:15,02:13,03:31,03:38,0,7
2025-08-28,IndiGo,6E-3803,BOM,HYD,Eco,6077,13:50,13:51,21:55,21:50,1,0
2025-10-31,IndiGo,6E-2004,SIN,BOM,Eco,4719,09:50,11:29,16:13,17:48,99,95
2025-11-30,IndiGo,6E-3322,DXB,JFK,Eco Plus,1917,00:45,00:35,03:38,03:32,0,0
2026-01-10,IndiGo,6E-4413,CCU,DEL,Eco,4328,19:05,19:00,00:59,00:52,0,0
2025-02-28,IndiGo,6E-8292,MAA,DEL,Business,4758,12:30,12:59,18:56,19:31,29,35
2025-12-26,IndiGo,6E-3879,BOM,PNQ,Eco,7396,01:10,01:02,10:54,10:52,0,0
2025-03-24,IndiGo,6E-2110,GOA,JFK,Eco,6244,16:15,16:11,00:33,00:24,0,0
2025-07-17,IndiGo,6E-8178,JFK,DEL,Eco,3457,06:15,06:08,11:04,11:05,0,1
2026-01-03,IndiGo,6E-6430,CCU,BOM,Eco,6515,13:30,13:35,22:08,22:12,5,4
2025-08-27,IndiGo,6E-7267,LHR,BOM,Eco,5614,10:30,11:02,18:01,18:24,32,23
2025-08-29,IndiGo,6E-1064,GOA,CCU,Eco Plus,7051,19:30,19:35,04:48,04:43,5,0
2025-04-16,IndiGo,6E-2564,BOM,MAA,Eco,5891,23:50,00:09,07:41,08:03,19,22
2026-02-10,IndiGo,6E-2998,BOM,DEL,Eco,1617,09:50,09:45,12:21,12:25,0,4
2025-08-06,IndiGo,6E-2971,CCU,JFK,Eco,5080,11:00,11:20,17:51,18:15,20,24
2026-01-30,IndiGo,6E-3979,JFK,CCU,Eco,6379,21:45,21:44,06:13,06:12,0,0
2025-11-24,IndiGo,6E-8986,BOM,DXB,Eco,1829,09:50,09:46,12:37,12:18,0,0
2025-07-04,IndiGo,6E-642,SIN,DXB,Eco,3688,12:50,13:27,17:56,18:32,37,36
2026-01-30,IndiGo,6E-3678,HYD,LHR,Eco,3235,20:50,20:42,01:22,01:13,0,0
2025-11-30,IndiGo,6E-9986,GOA,DXB,Eco,7578,04:50,04:40,14:48,14:40,0,0
2025-08-10,IndiGo,6E-4383,BOM,JFK,Business,1736,13:15,13:15,15:55,15:52,0,0
2025-09-15,IndiGo,6E-1362,JFK,BOM,Eco,6504,01:05,01:00,09:42,09:37,0,0
2025-08-26,IndiGo,6E-2905,PNQ,CCU,Eco,8476,05:15,05:17,16:20,16:11,2,0
2025-12-17,IndiGo,6E-2669,BOM,GOA,Eco Plus,5064,02:50,02:49,09:39,09:38,0,0
2025-04-23,IndiGo,6E-4977,JFK,DEL,Eco,7410,12:30,12:34,22:15,22:15,4,0
2025-10-31,IndiGo,6E-1912,SIN,HYD,Business,4478,15:45,15:40,21:50,21:39,0,0
2025-10-13,IndiGo,6E-9942,SIN,DXB,Eco,8916,16:00,16:04,03:38,03:32,4,0
2025-10-09,IndiGo,6E-3238,MAA,DEL,Eco,2423,11:15,11:11,14:46,14:29,0,0
2025-08-18,IndiGo,6E-2298,LHR,DXB,Eco,6710,22:15,22:17,07:08,07:05,2,0
2025-08-17,IndiGo,6E-6633,BOM,SIN,Eco,1685,17:10,17:49,19:46,20:27,39,41
2026-01-14,IndiGo,6E-2872,PNQ,MAA,Eco,5165,00:15,00:09,07:12,06:52,0,0
2026-02-10,IndiGo,6E-8468,GOA,JFK,Eco,8654,18:05,17:55,05:24,05:05,0,0
2025-07-15,IndiGo,6E-9932,HYD,LHR,Eco Plus,611,15:10,16:17,16:25,17:19,67,54
2025-08-07,IndiGo,6E-1396,DEL,PNQ,Eco Plus,992,01:00,00:52,02:44,02:33,0,0
2025-06-08,IndiGo,6E-9074,CCU,SIN,Eco Plus,4266,22:00,21:59,03:49,03:48,0,0
2025-05-20,IndiGo,6E-6873,LHR,DXB,Business,7070,04:05,04:10,13:25,13:29,5,4
2025-11-17,IndiGo,6E-9596,MAA,DXB,Eco,4914,01:30,01:59,08:08,08:36,29,28
2025-12-12,IndiGo,6E-3322,PNQ,JFK,Eco Plus,5960,15:45,15:40,23:42,23:30,0,0
2025-05-09,IndiGo,6E-7309,DXB,SIN,Eco,2568,17:00,17:05,20:42,20:44,5,2
2025-04-12,IndiGo,6E-3996,BLR,PNQ,Eco,1450,17:00,16:59,19:18,19:05,0,0
2025-08-17,IndiGo,6E-893,HYD,CCU,Business,1619,15:45,15:35,18:16,18:15,0,0
2025-10-01,IndiGo,6E-1002,PNQ,JFK,Eco,7782,03:05,03:08,13:18,13:24,3,6
2025-05-23,IndiGo,6E-218,JFK,PNQ,Business,5693,22:45,22:48,06:21,06:16,3,0
2025-11-16,IndiGo,6E-1168,LHR,DXB,Eco,2807,02:30,02:32,06:30,06:26,2,0
2025-10-01,IndiGo,6E-4941,LHR,JFK,Eco,3718,18:15,18:16,23:23,23:15,1,0
2025-09-23,IndiGo,6E-3959,BLR,JFK,Eco,684,12:00,11:56,13:21,13:27,0,6
2025-04-03,IndiGo,6E-403,DEL,CCU,Eco,7762,01:05,01:08,11:17,11:10,3,0
2025-10-05,IndiGo,6E-9786,LHR,SIN,Eco,4753,05:05,05:05,11:31,11:33,0,2
2025-05-07,IndiGo,6E-9169,BOM,DEL,Eco,1034,22:30,22:30,00:17,00:04,0,0
2025-12-27,IndiGo,6E-179,DEL,GOA,Eco,8894,11:00,11:15,22:37,22:57,15,20
2025-02-17,IndiGo,6E-8943,DXB,CCU,Eco,6254,14:45,14:41,23:04,23:02,0,0
2025-02-26,IndiGo,6E-1334,JFK,DXB,Eco,6161,07:45,07:47,15:57,15:49,2,0
2025-08-29,IndiGo,6E-2088,DEL,DXB,Eco,7898,20:50,21:18,07:12,07:38,28,26
2025-09-28,IndiGo,6E-2656,DXB,GOA,Eco,3465,21:10,21:01,01:59,02:00,0,1
2026-01-09,IndiGo,6E-5360,BLR,DEL,Eco,2512,18:00,17:52,21:38,21:25,0,0
2026-02-12,IndiGo,6E-9066,PNQ,MAA,Business,4133,18:10,18:09,23:49,23:54,0,5
2025-08-12,IndiGo,6E-8913,DEL,DXB,Eco,6538,04:50,04:45,13:30,13:15,0,0
2025-09-04,IndiGo,6E-6592,PNQ,MAA,Eco,2363,17:00,16:58,20:27,20:22,0,0
2026-01-22,IndiGo,6E-2799,LHR,BLR,Business,4092,10:30,11:08,16:06,16:54,38,48
2026-02-11,IndiGo,6E-1144,GOA,DEL,Eco,6747,09:00,10:55,17:56,19:48,115,112
2025-03-22,IndiGo,6E-9801,CCU,JFK,Eco,8312,11:05,11:10,21:58,22:10,5,12
2025-03-11,IndiGo,6E-1252,SIN,JFK,Eco,4214,17:30,17:21,23:16,22:57,0,0
2025-03-23,IndiGo,6E-5100,MAA,DEL,Business,4724,00:10,00:05,06:34,06:34,0,0
2026-01-06,IndiGo,6E-2146,JFK,SIN,Eco,2455,05:15,05:20,08:49,08:41,5,0
2025-10-19,IndiGo,6E-3833,PNQ,MAA,Business,8759,20:00,20:34,07:26,07:54,34,28
2025-03-25,IndiGo,6E-8809,GOA,BLR,Eco,8448,23:05,23:05,10:08,10:07,0,0
2025-02-19,IndiGo,6E-1785,LHR,PNQ,Eco,5855,10:10,11:57,17:59,19:48,107,109
2025-12-14,IndiGo,6E-877,DXB,PNQ,Eco,696,04:05,04:04,05:27,05:32,0,5
2025-03-24,IndiGo,6E-2861,SIN,MAA,Eco,3099,11:15,11:29,15:37,15:57,14,20
2025-09-02,IndiGo,6E-5853,MAA,CCU,Eco,7610,23:00,23:00,09:00,09:03,0,3
2025-11-27,IndiGo,6E-6328,LHR,GOA,Eco,4809,08:30,11:23,15:00,18:03,173,183
2025-12-25,IndiGo,6E-8931,LHR,DEL,Business,897,22:05,22:00,23:42,23:47,0,5
2025-11-10,IndiGo,6E-7154,JFK,DXB,Eco,4186,10:00,09:52,15:43,15:37,0,0
2025-08-31,IndiGo,6E-7514,HYD,DXB,Eco,3137,23:45,23:46,04:10,03:59,1,0
2025-07-17,IndiGo,6E-5377,BLR,GOA,Business,8996,19:50,19:44,07:34,07:31,0,0
2025-09-11,IndiGo,6E-1322,BLR,DEL,Eco,781,05:45,05:46,07:13,07:15,1,2
2025-07-13,IndiGo,6E-752,BLR,HYD,Eco,6571,17:30,17:56,02:12,02:44,26,32
2025-02-25,IndiGo,6E-8990,HYD,LHR,Business,5161,16:45,16:37,23:42,23:37,0,0
2025-06-27,IndiGo,6E-3026,DEL,BLR,Eco,7521,11:50,12:22,21:44,22:16,32,32
2025-12-20,IndiGo,6E-3999,JFK,DEL,Business,3629,04:15,04:07,09:17,08:58,0,0
2025-03-25,IndiGo,6E-6023,DXB,GOA,Eco,1231,21:50,21:52,23:52,23:51,2,0
2025-10-03,IndiGo,6E-922,JFK,CCU,Eco,6868,02:45,04:16,11:50,13:31,91,101
2025-03-08,IndiGo,6E-5046,JFK,CCU,Eco,2281,13:10,15:30,16:31,18:40,140,129
2025-11-29,IndiGo,6E-188,JFK,DEL,Business,8241,05:05,06:34,15:53,17:12,89,79
2025-08-26,IndiGo,6E-8131,BLR,DEL,Eco,4083,15:50,15:55,21:26,21:30,5,4
2025-06-06,IndiGo,6E-4995,BLR,LHR,Eco,1117,19:00,18:56,20:53,20:39,0,0
2025-09-16,IndiGo,6E-7636,CCU,JFK,Eco,6815,15:00,15:18,00:01,00:27,18,26
2025-04-15,IndiGo,6E-4485,HYD,BOM,Eco,2683,16:00,16:02,19:51,19:49,2,0
2025-05-12,IndiGo,6E-1311,LHR,DXB,Eco,3386,19:00,19:30,23:43,00:03,30,20
2025-06-20,IndiGo,6E-1778,PNQ,HYD,Business,5009,13:30,13:34,20:15,20:09,4,0
2025-09-03,IndiGo,6E-1747,PNQ,LHR,Eco,1037,21:50,21:51,23:37,23:39,1,2
2025-11-27,IndiGo,6E-9722,BLR,BOM,Eco,1666,11:45,11:42,14:19,14:04,0,0
2025-03-07,IndiGo,6E-4122,PNQ,DEL,Eco,2524,19:50,19:51,23:29,23:36,1,7
2025-07-29,IndiGo,6E-5635,DEL,CCU,Business,6223,20:45,20:48,05:01,04:53,3,0
2025-06-09,IndiGo,6E-9697,BOM,DXB,Eco,2110,01:00,01:31,04:08,04:47,31,39
2026-01-09,IndiGo,6E-7391,DXB,JFK,Eco,1701,20:30,20:20,23:07,22:50,0,0
2025-12-18,IndiGo,6E-7607,JFK,CCU,Eco,2179,05:00,05:12,08:13,08:16,12,3
2025-11-01,IndiGo,6E-8090,LHR,PNQ,Eco Plus,7173,00:15,00:29,09:42,09:55,14,13
2025-05-20,IndiGo,6E-9891,DXB,BLR,Eco Plus,7572,10:45,10:36,20:42,20:43,0,1
2025-08-04,IndiGo,6E-5623,MAA,DXB,Eco,4214,17:05,17:09,22:51,22:47,4,0
2025-08-11,IndiGo,6E-9491,BOM,MAA,Eco Plus,8627,20:30,20:48,07:47,07:55,18,8
2025-03-17,IndiGo,6E-3471,BOM,SIN,Eco,4411,16:50,16:55,22:50,23:02,5,12
2025-09-25,IndiGo,6E-3447,SIN,CCU,Business,8690,12:15,12:14,23:36,23:27,0,0
2025-10-14,IndiGo,6E-7935,DXB,CCU,Eco,3257,04:15,04:57,08:49,09:35,42,46
2025-05-01,IndiGo,6E-8395,MAA,HYD,Business,2548,07:50,07:40,11:31,11:13,0,0
2025-11-01,IndiGo,6E-4304,SIN,BLR,Eco,4049,18:10,18:40,23:43,00:20,30,37
2026-01-04,IndiGo,6E-9010,BLR,SIN,Business,8907,13:50,13:53,01:28,01:36,3,8
2025-03-30,IndiGo,6E-4046,HYD,JFK,Eco,7059,23:15,23:11,08:34,08:15,0,0
2025-06-26,IndiGo,6E-4274,PNQ,JFK,Eco,4525,23:05,23:49,05:14,06:05,44,51
2025-06-04,IndiGo,6E-1260,DXB,SIN,Eco,1638,06:30,06:25,09:02,09:06,0,4
2025-12-15,IndiGo,6E-3399,MAA,GOA,Eco,4375,11:15,11:10,17:13,17:16,0,3
2025-05-26,IndiGo,6E-4375,HYD,LHR,Eco,6361,18:15,18:38,02:42,03:12,23,30
2025-10-21,IndiGo,6E-3945,HYD,CCU,Eco Plus,8908,03:45,04:02,15:23,15:35,17,12
2025-05-10,IndiGo,6E-5332,PNQ,DEL,Eco,1823,18:15,18:17,21:01,20:58,2,0
2025-05-29,IndiGo,6E-6871,JFK,BLR,Eco,623,07:05,07:02,08:21,08:17,0,0
2025-11-24,IndiGo,6E-2000,MAA,SIN,Eco,8510,13:15,13:09,00:23,00:05,0,0
2026-01-06,IndiGo,6E-8278,HYD,DXB,Eco Plus,6053,02:00,02:05,10:03,10:14,5,11
2025-05-12,IndiGo,6E-7102,CCU,PNQ,Eco,1430,06:30,06:21,08:47,08:44,0,0
2025-09-14,IndiGo,6E-3929,DEL,SIN,Eco,5402,13:10,13:06,20:25,20:29,0,4
2026-01-05,IndiGo,6E-1499,SIN,PNQ,Business,7327,06:00,06:20,15:39,15:55,20,16
2025-07-25,IndiGo,6E-6747,BOM,GOA,Eco,4528,01:05,01:06,07:14,07:17,1,3
2025-10-17,IndiGo,6E-5660,BOM,HYD,Eco,3652,09:15,09:18,14:18,14:16,3,0
2025-11-23,IndiGo,6E-377,HYD,CCU,Eco,1537,16:00,16:26,18:25,18:49,26,24
2025-08-08,IndiGo,6E-2191,BLR,JFK,Eco Plus,8988,23:15,23:30,10:59,11:05,15,6
2025-11-27,IndiGo,6E-5310,BOM,DEL,Eco,7726,19:45,19:55,05:54,05:49,10,0
2025-09-19,IndiGo,6E-1324,BLR,CCU,Eco,4819,14:10,14:24,20:41,20:58,14,17
2025-12-14,IndiGo,6E-4989,DEL,BLR,Eco,7523,18:10,18:14,04:04,04:03,4,0
2025-07-27,IndiGo,6E-2531,CCU,JFK,Eco Plus,4463,11:05,11:21,17:09,17:35,16,26
2025-11-17,IndiGo,6E-6234,BOM,HYD,Eco,4153,01:15,01:09,06:56,06:37,0,0
2025-05-27,IndiGo,6E-9792,MAA,HYD,Business,8264,13:05,13:30,23:54,00:26,25,32
2025-05-18,IndiGo,6E-9917,HYD,CCU,Eco,8937,21:00,20:56,08:40,08:46,0,6
2025-06-27,IndiGo,6E-3107,PNQ,LHR,Eco Plus,5640,23:50,23:54,07:23,07:18,4,0
2025-06-19,IndiGo,6E-727,CCU,GOA,Business,7518,09:00,08:54,18:53,18:53,0,0
2025-05-09,IndiGo,6E-3473,DEL,BLR,Eco,1617,11:30,11:23,14:01,14:01,0,0
2025-02-15,IndiGo,6E-6335,JFK,PNQ,Eco,5528,13:30,13:43,20:54,20:55,13,1
2025-03-23,IndiGo,6E-2995,LHR,DXB,Business,3248,15:50,15:40,20:23,20:06,0,0
2026-02-04,IndiGo,6E-2593,DXB,MAA,Eco,4685,17:05,16:59,23:26,23:27,0,1
2026-02-09,IndiGo,6E-7853,LHR,BOM,Eco,884,00:10,00:13,01:46,01:59,3,13
2025-11-23,IndiGo,6E-3346,BOM,BLR,Eco,8196,22:30,22:27,09:14,09:04,0,0
2025-09-30,IndiGo,6E-396,HYD,BOM,Eco,7390,09:05,09:02,18:49,18:56,0,7
2025-06-25,IndiGo,6E-4371,JFK,HYD,Eco,8977,04:10,04:07,15:53,15:58,0,5
2025-11-08,IndiGo,6E-2318,BOM,CCU,Eco,3097,16:05,16:29,20:27,20:48,24,21
2025-06-24,IndiGo,6E-9989,BLR,LHR,Eco,8628,17:15,17:17,04:32,04:35,2,3
2025-07-14,IndiGo,6E-5647,HYD,BLR,Eco,1936,05:05,05:40,08:00,08:33,35,33
2025-10-08,IndiGo,6E-7457,JFK,HYD,Eco,6658,01:50,01:51,10:39,10:34,1,0
2025-12-01,IndiGo,6E-5094,DEL,DXB,Business,2981,22:10,22:09,02:23,02:14,0,0
2025-12-16,IndiGo,6E-3333,BLR,GOA,Eco,4542,20:30,20:27,02:40,02:27,0,0
2025-10-02,IndiGo,6E-8162,HYD,JFK,Eco,1995,15:10,15:52,18:09,18:41,42,32
2025-03-22,IndiGo,6E-231,MAA,BLR,Eco,7930,18:10,18:00,04:34,04:12,0,0
2025-06-29,IndiGo,6E-296,LHR,SIN,Eco Plus,3628,00:50,00:50,05:52,06:01,0,9
2026-01-23,IndiGo,6E-3370,HYD,BLR,Eco,6073,05:10,05:08,13:15,13:06,0,0
2025-10-06,IndiGo,6E-2082,SIN,BLR,Eco,5087,04:45,04:45,11:36,11:31,0,0
2025-12-10,IndiGo,6E-6768,DXB,HYD,Eco,3282,23:45,00:16,04:21,04:51,31,30
2026-01-27,IndiGo,6E-290,JFK,HYD,Eco Plus,2179,21:15,21:25,00:28,00:30,10,2
2025-11-15,IndiGo,6E-5494,LHR,BLR,Eco,1546,04:10,04:13,06:35,06:36,3,1
2025-09-24,IndiGo,6E-3277,JFK,PNQ,Eco Plus,4904,19:00,18:55,01:37,01:33,0,0
2025-08-30,IndiGo,6E-6102,BOM,CCU,Eco,8066,13:00,12:55,23:34,23:18,0,0
2026-01-20,IndiGo,6E-5739,GOA,MAA,Eco,3881,10:45,11:57,16:06,17:21,72,75
2026-01-10,IndiGo,6E-4557,DXB,SIN,Eco,2167,11:15,11:07,14:27,14:21,0,0
2025-05-18,IndiGo,6E-7883,JFK,BOM,Eco,5012,00:00,00:02,06:45,06:45,2,0
2025-04-14,IndiGo,6E-8835,HYD,JFK,Eco,1022,20:15,20:05,22:01,21:38,0,0
2025-04-09,IndiGo,6E-4245,GOA,DEL,Eco,2769,03:15,03:06,07:12,07:10,0,0
2025-09-20,IndiGo,6E-3568,BOM,LHR,Eco,3558,21:05,21:16,02:01,02:15,11,14
2025-09-16,IndiGo,6E-214,SIN,LHR,Eco,2790,04:45,04:36,08:44,08:44,0,0
2026-02-14,IndiGo,6E-961,PNQ,MAA,Eco,6675,21:45,21:39,06:35,06:34,0,0
2025-09-13,IndiGo,6E-2717,JFK,DXB,Business,3898,03:05,03:06,08:27,08:31,1,4
2025-02-21,IndiGo,6E-6028,PNQ,MAA,Eco,2291,11:45,11:43,15:06,14:56,0,0
2026-02-13,IndiGo,6E-4821,HYD,BOM,Eco,7428,21:45,22:02,07:32,07:53,17,21
2026-01-15,IndiGo,6E-3654,JFK,BOM,Eco,6371,18:45,20:41,03:12,04:57,116,105
2025-05-08,IndiGo,6E-6979,GOA,SIN,Eco,7600,10:05,13:53,20:05,23:38,228,213
2025-04-24,IndiGo,6E-1254,HYD,BOM,Business,5392,03:45,03:50,10:59,10:51,5,0
2025-07-09,IndiGo,6E-3955,DEL,JFK,Eco,7668,12:10,12:05,22:15,22:00,0,0
2025-11-09,IndiGo,6E-5810,GOA,HYD,Business,3017,23:45,23:45,04:01,04:05,0,4
2025-08-17,IndiGo,6E-6037,LHR,DEL,Eco,658,06:45,06:46,08:04,08:11,1,7
2025-07-12,IndiGo,6E-3833,PNQ,CCU,Eco,2312,13:05,13:00,16:28,16:24,0,0
2025-09-19,IndiGo,6E-1499,DXB,HYD,Eco,3669,10:10,10:10,15:15,15:21,0,6
2025-02-19,IndiGo,6E-3215,CCU,HYD,Eco,833,03:15,03:14,04:47,04:51,0,4
2025-12-06,IndiGo,6E-9123,BLR,LHR,Eco,903,01:10,01:04,02:47,02:37,0,0
2025-04-15,IndiGo,6E-2820,SIN,LHR,Eco Plus,5249,02:50,02:54,09:53,09:54,4,1
2025-09-03,IndiGo,6E-2103,PNQ,LHR,Business,7415,12:15,12:16,22:01,22:03,1,2
2025-09-28,IndiGo,6E-5463,PNQ,HYD,Eco,3513,09:45,09:45,14:38,14:24,0,0
2025-05-04,IndiGo,6E-9829,HYD,PNQ,Business,746,01:05,01:49,02:30,03:12,44,42
2025-07-19,IndiGo,6E-8124,LHR,DEL,Eco,2736,20:05,19:58,00:00,23:46,0,0
2025-03-13,IndiGo,6E-3378,MAA,BOM,Eco,7306,23:10,23:10,08:47,08:56,0,9
